timestamp,link,liters_str
2020-03-29 23:27:13.745520,https://cars.ksl.com/listing/6323649,1.8 TFSI 4 Cylinder 170 HP
2020-03-29 23:36:51.235026,https://cars.ksl.com/listing/6023891,1.5T I4 DOHC 16V Turbocharged VTEC
2020-03-29 23:39:19.530472,https://cars.ksl.com/listing/6278591,3.0 TFSI 6 Cylinder 333 HP -inc Aluminum alloy
2020-03-29 23:40:29.789691,https://cars.ksl.com/listing/5989753,V6
2020-03-29 23:44:26.817550,https://cars.ksl.com/listing/6173929,1.5T I-4 DOHC 16-Valve
2020-03-30 23:16:34.434128,https://cars.ksl.com/listing/5992861,I6
2020-03-30 23:16:51.628604,https://cars.ksl.com/listing/5992860,V6
2020-03-30 23:18:53.341155,https://cars.ksl.com/listing/6094447,1.5T I4 DOHC 16V Turbocharged VTEC
2020-03-30 23:19:50.846576,https://cars.ksl.com/listing/6191827,83kw Electric Motor
2020-03-30 23:19:51.306183,https://cars.ksl.com/listing/6191826,83kw Electric Motor
2020-03-30 23:34:13.832426,https://cars.ksl.com/listing/6190899,1.5T I4 DOHC 16V Turbocharged VTEC
2020-03-30 23:34:17.058200,https://cars.ksl.com/listing/6190870,1.5T I4 DOHC 16V Turbocharged VTEC
2020-03-30 23:35:15.058136,https://cars.ksl.com/listing/6273382,V6
2020-03-30 23:35:46.581145,https://cars.ksl.com/listing/6206182,V6
2020-03-30 23:37:58.570875,https://cars.ksl.com/listing/6237332,V6
2020-03-30 23:38:07.828209,https://cars.ksl.com/listing/6237314,V6
2020-03-30 23:38:28.389594,https://cars.ksl.com/listing/6237319,V6
2020-03-30 23:38:31.600050,https://cars.ksl.com/listing/6237315,V6
2020-03-31 23:57:08.978201,https://cars.ksl.com/listing/6308981,I4
2020-03-31 23:59:18.123621,https://cars.ksl.com/listing/6207938,1.5T I-4 DOHC 16-Valve
2020-04-02 11:27:34.258940,https://cars.ksl.com/listing/6346019,V6
2020-04-02 11:45:43.995151,https://cars.ksl.com/listing/6328664,2.0 TFSI 4 Cylinder 220 HP
2020-04-02 11:46:07.584473,https://cars.ksl.com/listing/6296371,1.5T I-4 DOHC 16-Valve Turbocharged VTEC
2020-04-02 11:46:16.552893,https://cars.ksl.com/listing/6328663,2.0 TFSI 4 Cylinder 200 HP
2020-04-02 11:46:19.216236,https://cars.ksl.com/listing/6328660,1.8 TFSI 4 Cylinder 170 HP
2020-04-02 12:22:26.388814,https://cars.ksl.com/listing/6343965,1.5T I4 DOHC 16V Turbocharged VTEC
2020-04-04 23:32:42.055887,https://cars.ksl.com/listing/6350891,80kW AC Synchronous Motor
2020-04-04 23:35:41.064756,https://cars.ksl.com/listing/6073667,I4
2020-04-04 23:42:03.955117,https://cars.ksl.com/listing/6156150,1.5T I4 DOHC 16V Turbocharged VTEC
